Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	GeneCards Link
NOP2	NOP2 Nucleolar Protein	Protein Coding	P46087	50	GC12M006556	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP2
NUP188	Nucleoporin 188	Protein Coding	Q5SRE5	50	GC09P128947	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP188
OLFML3	Olfactomedin Like 3	Protein Coding	Q9NRN5	50	GC01P113979	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLFML3
PBX2	PBX Homeobox 2	Protein Coding	P40425	50	GC06M032184	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBX2
PMF1	Polyamine Modulated Factor 1	Protein Coding	Q6P1K2	50	GC01P156212	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMF1
PPIL2	Peptidylprolyl Isomerase Like 2	Protein Coding	Q13356	50	GC22P096527	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIL2
PPP1R10	Protein Phosphatase 1 Regulatory Subunit 10	Protein Coding	Q96QC0	50	GC06M030600	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R10
PPP2R3C	Protein Phosphatase 2 Regulatory Subunit B''Gamma	Protein Coding	Q969Q6	50	GC14M035085	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R3C
PSMG2	Proteasome Assembly Chaperone 2	Protein Coding	Q969U7	50	GC18P025140	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMG2
RBM17	RNA Binding Motif Protein 17	Protein Coding	Q96I25	50	GC10P006089	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM17
ROPN1L	Rhophilin Associated Tail Protein 1 Like	Protein Coding	Q96C74	50	GC05P010441	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROPN1L
SF3A1	Splicing Factor 3a Subunit 1	Protein Coding	Q15459	50	GC22M030331	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3A1
TIPIN	TIMELESS Interacting Protein	Protein Coding	Q9BVW5	50	GC15M066336	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIPIN
TOR1B	Torsin Family 1 Member B	Protein Coding	O14657	50	GC09P129803	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOR1B
TRAPPC10	Trafficking Protein Particle Complex Subunit 10	Protein Coding	P48553	50	GC21P044012	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC10
UBASH3A	Ubiquitin Associated And SH3 Domain Containing A	Protein Coding	P57075	50	GC21P042403	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBASH3A
YY1AP1	YY1 Associated Protein 1	Protein Coding	Q9H869	50	GC01M155659	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=YY1AP1
ZBTB40	Zinc Finger And BTB Domain Containing 40	Protein Coding	Q9NUA8	50	GC01P022428	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB40
ZFP57	ZFP57 Zinc Finger Protein	Protein Coding	Q9NU63	50	GC06M029672	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP57
ACYP1	Acylphosphatase 1	Protein Coding	P07311	49	GC14M075053	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACYP1
APOBEC3A	Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 3A	Protein Coding	P31941	49	GC22P038952	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOBEC3A
ATP6V1F	ATPase H+ Transporting V1 Subunit F	Protein Coding	Q16864	49	GC07P128862	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1F
ATP8B2	ATPase Phospholipid Transporting 8B2	Protein Coding	P98198	49	GC01P154325	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP8B2
ATP8B3	ATPase Phospholipid Transporting 8B3	Protein Coding	O60423	49	GC19M107793	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP8B3
CLEC16A	C-Type Lectin Domain Containing 16A	Protein Coding	Q2KHT3	49	GC16P010944	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC16A
DIDO1	Death Inducer-Obliterator 1	Protein Coding	Q9BTC0	49	GC20M062877	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIDO1
GLYAT	Glycine-N-Acyltransferase	Protein Coding	Q6IB77	49	GC11M139525	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLYAT
HCN3	Hyperpolarization Activated Cyclic Nucleotide Gated Potassium Channel 3	Protein Coding	Q9P1Z3	49	GC01P155277	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCN3
IMMP2L	Inner Mitochondrial Membrane Peptidase Subunit 2	Protein Coding	Q96T52	49	GC07M110686	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMMP2L
LPCAT3	Lysophosphatidylcholine Acyltransferase 3	Protein Coding	Q6P1A2	49	GC12M006976	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPCAT3
OLIG1	Oligodendrocyte Transcription Factor 1	Protein Coding	Q8TAK6	49	GC21P033070	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLIG1
TENM3	Teneurin Transmembrane Protein 3	Protein Coding	Q9P273	49	GC04P181448	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM3
THEM4	Thioesterase Superfamily Member 4	Protein Coding	Q5T1C6	49	GC01M151870	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=THEM4
UCKL1	Uridine-Cytidine Kinase 1 Like 1	Protein Coding	Q9NWZ5	49	GC20M063939	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCKL1
USP21	Ubiquitin Specific Peptidase 21	Protein Coding	Q9UK80	49	GC01P161159	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP21
ARFRP1	ARF Related Protein 1	Protein Coding	Q13795	48	GC20M063698	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFRP1
ATAD3B	ATPase Family AAA Domain Containing 3B	Protein Coding	Q5T9A4	48	GC01P074939	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD3B
B4GALT5	Beta-1,4-Galactosyltransferase 5	Protein Coding	O43286	48	GC20M049632	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT5
FNBP1	Formin Binding Protein 1	Protein Coding	Q96RU3	48	GC09M129887	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNBP1
GRHL3	Grainyhead Like Transcription Factor 3	Protein Coding	Q8TE85	48	GC01P079228	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRHL3
GTF2H4	General Transcription Factor IIH Subunit 4	Protein Coding	Q92759	48	GC06P181877	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2H4
HYCC1	Hyccin PI4KA Lipid Kinase Complex Subunit 1	Protein Coding	Q9BYI3	48	GC07M022994	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYCC1
ITGB1BP1	Integrin Subunit Beta 1 Binding Protein 1	Protein Coding	O14713	48	GC02M009391	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1BP1
KIF18A	Kinesin Family Member 18A	Protein Coding	Q8NI77	48	GC11M028020	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF18A
LSM14A	LSM14A MRNA Processing Body Assembly Factor	Protein Coding	Q8ND56	48	GC19P034172	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM14A
MYOZ1	Myozenin 1	Protein Coding	Q9NP98	48	GC10M073631	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOZ1
OLIG3	Oligodendrocyte Transcription Factor 3	Protein Coding	Q7RTU3	48	GC06M137492	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLIG3
PDE8A	Phosphodiesterase 8A	Protein Coding	O60658	48	GC15P193825	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE8A
PLB1	Phospholipase B1	Protein Coding	Q6P1J6	48	GC02P029769	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLB1
QSOX2	Quiescin Sulfhydryl Oxidase 2	Protein Coding	Q6ZRP7	48	GC09M136206	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=QSOX2
REXO2	RNA Exonuclease 2	Protein Coding	Q9Y3B8	48	GC11P114439	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=REXO2
RRP1B	Ribosomal RNA Processing 1B	Protein Coding	Q14684	48	GC21P043659	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRP1B
SLC25A28	Solute Carrier Family 25 Member 28	Protein Coding	Q96A46	48	GC10M099610	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A28
SLC9A8	Solute Carrier Family 9 Member A8	Protein Coding	Q9Y2E8	48	GC20P054326	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A8
TENM4	Teneurin Transmembrane Protein 4	Protein Coding	Q6N022	48	GC11M078652	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM4
THEMIS	Thymocyte Selection Associated	Protein Coding	Q8N1K5	48	GC06M127708	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=THEMIS
TPD52L2	TPD52 Like 2	Protein Coding	O43399	48	GC20P063865	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPD52L2
TRIM39	Tripartite Motif Containing 39	Protein Coding	Q9HCM9	48	GC06P181863	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM39
USP12	Ubiquitin Specific Peptidase 12	Protein Coding	O75317	48	GC13M027066	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP12
YTHDF1	YTH N6-Methyladenosine RNA Binding Protein F1	Protein Coding	Q9BYJ9	48	GC20M063195	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=YTHDF1
ZNF436	Zinc Finger Protein 436	Protein Coding	Q9C0F3	48	GC01M023359	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF436
AURKAIP1	Aurora Kinase A Interacting Protein 1	Protein Coding	Q9NWT8	47	GC01M001373	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKAIP1
CBFA2T2	CBFA2/RUNX1 Partner Transcriptional Co-Repressor 2	Protein Coding	O43439	47	GC20P033490	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBFA2T2
DOK6	Docking Protein 6	Protein Coding	Q6PKX4	47	GC18P069401	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOK6
FAM177A1	Family With Sequence Similarity 177 Member A1	Protein Coding	Q8N128	47	GC14P035044	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM177A1
GON4L	Gon-4 Like	Protein Coding	Q3T8J9	47	GC01M167474	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GON4L
GPN1	GPN-Loop GTPase 1	Protein Coding	Q9HCN4	47	GC02P027628	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPN1
HECTD4	HECT Domain E3 Ubiquitin Protein Ligase 4	Protein Coding	Q9Y4D8	47	GC12M112160	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HECTD4
HIPK1	Homeodomain Interacting Protein Kinase 1	Protein Coding	Q86Z02	47	GC01P113929	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIPK1
MRPL23	Mitochondrial Ribosomal Protein L23	Protein Coding	Q16540	47	GC11P020306	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL23
NEU4	Neuraminidase 4	Protein Coding	Q8WWR8	47	GC02P242392	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEU4
PKIG	CAMP-Dependent Protein Kinase Inhibitor Gamma	Protein Coding	Q9Y2B9	47	GC20P044531	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKIG
PLEKHG6	Pleckstrin Homology And RhoGEF Domain Containing G6	Protein Coding	Q3KR16	47	GC12P006310	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHG6
POLR1H	RNA Polymerase I Subunit H	Protein Coding	Q9P1U0	47	GC06P190446	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR1H
PRM2	Protamine 2	Protein Coding	P04554	47	GC16M050221	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRM2
PTRHD1	Peptidyl-TRNA Hydrolase Domain Containing 1	Protein Coding	Q6GMV3	47	GC02M024790	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTRHD1
PWP2	PWP2 Small Subunit Processome Component	Protein Coding	Q15269	47	GC21P044107	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWP2
PYGO2	Pygopus Family PHD Finger 2	Protein Coding	Q9BRQ0	47	GC01M154957	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGO2
RIC8B	RIC8 Guanine Nucleotide Exchange Factor B	Protein Coding	Q9NVN3	47	GC12P106774	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIC8B
RNF114	Ring Finger Protein 114	Protein Coding	Q9Y508	47	GC20P049936	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF114
SEC31B	SEC31 Homolog B, COPII Coat Complex Component	Protein Coding	Q9NQW1	47	GC10M100486	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC31B
SEPTIN1	Septin 1	Protein Coding	Q8WYJ6	47	GC16M030378	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN1
SEPTIN8	Septin 8	Protein Coding	Q92599	47	GC05M132751	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN8
WHRN	Whirlin	Protein Coding	Q9P202	47	GC09M122441	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WHRN
ZNF592	Zinc Finger Protein 592	Protein Coding	Q92610	47	GC15P193821	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF592
ZNF687	Zinc Finger Protein 687	Protein Coding	Q8N1G0	47	GC01P151281	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF687
ASAP2	ArfGAP With SH3 Domain, Ankyrin Repeat And PH Domain 2	Protein Coding	O43150	46	GC02P009206	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASAP2
BLOC1S2	Biogenesis Of Lysosomal Organelles Complex 1 Subunit 2	Protein Coding	Q6QNY1	46	GC10M100273	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S2
CDK5RAP1	CDK5RAP1 Mitochondrial TRNA Methylthiotransferase	Protein Coding	Q96SZ6	46	GC20M033358	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5RAP1
CEP192	Centrosomal Protein 192	Protein Coding	Q8TEP8	46	GC18P025151	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP192
DNAJC9	DnaJ Heat Shock Protein Family (Hsp40) Member C9	Protein Coding	Q8WXX5	46	GC10M073183	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC9
DUSP12	Dual Specificity Phosphatase 12	Protein Coding	Q9UNI6	46	GC01P161749	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP12
FCGR2C	Fc Gamma Receptor IIc (Gene/Pseudogene)	Protein Coding	P31995	46	GC01P177021	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR2C
FDX2	Ferredoxin 2	Protein Coding	Q6P4F2	46	GC19M108111	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FDX2
GJA10	Gap Junction Protein Alpha 10	Protein Coding	Q969M2	46	GC06P089894	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA10
GNPDA1	Glucosamine-6-Phosphate Deaminase 1	Protein Coding	P46926	46	GC05M141991	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNPDA1
KCP	Kielin Cysteine Rich BMP Regulator	Protein Coding	Q6ZWJ8	46	GC07M128862	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCP
NPDC1	Neural Proliferation, Differentiation And Control 1	Protein Coding	Q9NQX5	46	GC09M137039	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPDC1
SKOR1	SKI Family Transcriptional Corepressor 1	Protein Coding	P84550	46	GC15P067819	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKOR1
SNX20	Sorting Nexin 20	Protein Coding	Q7Z614	46	GC16M050704	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX20
STK32B	Serine/Threonine Kinase 32B	Protein Coding	Q9NY57	46	GC04P029678	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK32B
ZNF384	Zinc Finger Protein 384	Protein Coding	Q8TF68	46	GC12M035659	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF384
ADO	2-Aminoethanethiol Dioxygenase	Protein Coding	Q96SZ5	45	GC10P062804	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADO
ASCC2	Activating Signal Cointegrator 1 Complex Subunit 2	Protein Coding	Q9H1I8	45	GC22M029788	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC2
ASCL2	Achaete-Scute Family BHLH Transcription Factor 2	Protein Coding	Q99929	45	GC11M015132	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCL2
CMC1	C-X9-C Motif Containing 1	Protein Coding	Q7Z7K0	45	GC03P028701	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMC1
EAPP	E2F Associated Phosphoprotein	Protein Coding	Q56P03	45	GC14M034516	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EAPP
GPR139	G Protein-Coupled Receptor 139	Protein Coding	Q6DWJ6	45	GC16M050519	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR139
GPSM1	G Protein Signaling Modulator 1	Protein Coding	Q86YR5	45	GC09P136327	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPSM1
IFNLR1	Interferon Lambda Receptor 1	Protein Coding	Q8IU57	45	GC01M034657	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNLR1
INSL6	Insulin Like 6	Protein Coding	Q9Y581	45	GC09M004991	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSL6
LMBRD2	LMBR1 Domain Containing 2	Protein Coding	Q68DH5	45	GC05M036098	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMBRD2
LPAR5	Lysophosphatidic Acid Receptor 5	Protein Coding	Q9H1C0	45	GC12M006618	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR5
MEGF11	Multiple EGF Like Domains 11	Protein Coding	A6BM72	45	GC15M065895	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEGF11
MPPE1	Metallophosphoesterase 1	Protein Coding	Q53F39	45	GC18M038205	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPPE1
NKD1	NKD Inhibitor Of WNT Signaling Pathway 1	Protein Coding	Q969G9	45	GC16P050548	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKD1
RABL6	RAB, Member RAS Oncogene Family Like 6	Protein Coding	Q3YEC7	45	GC09P136807	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RABL6
SBK1	SH3 Domain Binding Kinase 1	Protein Coding	Q52WX2	45	GC16P120804	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBK1
SEPHS2	Selenophosphate Synthetase 2	Protein Coding	Q99611	45	GC16M051138	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPHS2
SIKE1	Suppressor Of IKBKE 1	Protein Coding	Q9BRV8	45	GC01M114769	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIKE1
SYMPK	Symplekin Scaffold Protein	Protein Coding	Q92797	45	GC19M045815	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYMPK
TCF19	Transcription Factor 19	Protein Coding	Q9Y242	45	GC06P181882	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF19
TMEM106C	Transmembrane Protein 106C	Protein Coding	Q9BVX2	45	GC12P047963	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM106C
ZFP91	ZFP91 Zinc Finger Protein, Atypical E3 Ubiquitin Ligase	Protein Coding	Q96JP5	45	GC11P059510	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP91
ZNF341	Zinc Finger Protein 341	Protein Coding	Q9BYN7	45	GC20P033731	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF341
CARD6	Caspase Recruitment Domain Family Member 6	Protein Coding	Q9BX69	44	GC05P040841	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARD6
CEP76	Centrosomal Protein 76	Protein Coding	Q8TAP6	44	GC18M038210	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP76
CPTP	Ceramide-1-Phosphate Transfer Protein	Protein Coding	Q5TA50	44	GC01P074925	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPTP
DUSP8	Dual Specificity Phosphatase 8	Protein Coding	Q13202	44	GC11M015108	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP8
GBA3	Glucosylceramidase Beta 3 (Gene/Pseudogene)	Protein Coding	Q9H227	44	GC04P030165	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBA3
GID8	GID Complex Subunit 8 Homolog	Protein Coding	Q9NWU2	44	GC20P062938	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GID8
METTL15	Methyltransferase 15, Mitochondrial 12S RRNA N4-Cytidine	Protein Coding	A6NJ78	44	GC11P028109	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL15
MTERF4	Mitochondrial Transcription Termination Factor 4	Protein Coding	Q7Z6M4	44	GC02M241043	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTERF4
NRBP1	Nuclear Receptor Binding Protein 1	Protein Coding	Q9UHY1	44	GC02P027427	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRBP1
OAZ3	Ornithine Decarboxylase Antizyme 3	Protein Coding	Q9UMX2	44	GC01P151762	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OAZ3
OTUD3	OTU Deubiquitinase 3	Protein Coding	Q5T2D3	44	GC01P076001	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD3
PTTG1IP	PTTG1 Interacting Protein	Protein Coding	P53801	44	GC21M044849	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTTG1IP
RNPEPL1	Arginyl Aminopeptidase Like 1	Protein Coding	Q9HAU8	44	GC02P240565	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPEPL1
RPAP3	RNA Polymerase II Associated Protein 3	Protein Coding	Q9H6T3	44	GC12M047661	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPAP3
SPATA2	Spermatogenesis Associated 2	Protein Coding	Q9UM82	44	GC20M049903	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA2
SPSB2	SplA/Ryanodine Receptor Domain And SOCS Box Containing 2	Protein Coding	Q99619	44	GC12M035672	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPSB2
TAPBPL	TAP Binding Protein Like	Protein Coding	Q9BX59	44	GC12P006451	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAPBPL
TATDN1	TatD DNase Domain Containing 1	Protein Coding	Q6P1N9	44	GC08M124488	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TATDN1
WDR43	WD Repeat Domain 43	Protein Coding	Q15061	44	GC02P028894	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR43
ZWILCH	Zwilch Kinetochore Protein	Protein Coding	Q9H900	44	GC15P066504	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZWILCH
ASB6	Ankyrin Repeat And SOCS Box Containing 6	Protein Coding	Q9NWX5	43	GC09M131905	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASB6
CENPO	Centromere Protein O	Protein Coding	Q9BU64	43	GC02P024793	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPO
CFAP70	Cilia And Flagella Associated Protein 70	Protein Coding	Q5T0N1	43	GC10M073253	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP70
CYTH4	Cytohesin 4	Protein Coding	Q9UIA0	43	GC22P037282	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYTH4
FUBP3	Far Upstream Element Binding Protein 3	Protein Coding	Q96I24	43	GC09P152985	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUBP3
GMEB2	Glucocorticoid Modulatory Element Binding Protein 2	Protein Coding	Q9UKD1	43	GC20M063587	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMEB2
KANSL2	KAT8 Regulatory NSL Complex Subunit 2	Protein Coding	Q9H9L4	43	GC12M048653	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANSL2
KPNA7	Karyopherin Subunit Alpha 7	Protein Coding	A9QM74	43	GC07M099173	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA7
METRN	Meteorin, Glial Cell Differentiation Regulator	Protein Coding	Q9UJH8	43	GC16P120116	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=METRN
NRM	Nurim	Protein Coding	Q8IXM6	43	GC06M106403	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRM
PHF24	PHD Finger Protein 24	Protein Coding	Q9UPV7	43	GC09P076878	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF24
PWWP2A	PWWP Domain Containing 2A	Protein Coding	Q96N64	43	GC05M160061	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWWP2A
SGF29	SAGA Complex Associated Factor 29	Protein Coding	Q96ES7	43	GC16P120855	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGF29
SLC45A1	Solute Carrier Family 45 Member 1	Protein Coding	Q9Y2W3	43	GC01P075202	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC45A1
TM9SF2	Transmembrane 9 Superfamily Member 2	Protein Coding	Q99805	43	GC13P099446	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TM9SF2
TNP2	Transition Protein 2	Protein Coding	Q05952	43	GC16M011267	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNP2
